Код,Артикул (с /),Артикул,Доп. поле: Артикул на сайте WB,Штрихкод EAN13,Группы,Код_1,Наименование,Артикул_2,Цена: Цена закупки в юанях,Закупочная цена,Штрихкод EAN13_3,Штрихкод EAN8,Вес,Доп. поле: Артикул на сайте WB_4,Доп. поле: ABC анализ,Доп. поле: Логистика (Кит-Мск),Доп. поле: Дата поступления первого остатка,Остаток,Продаж в день
01701,1701,1701,158193238,2000000016948,Дом,01701,Чистящие средство для унитаза,1701,"3,8","253,0",2000000016948,1701,"0,28",158193238,C1 TOP,"34,5",,0.0,
01727,1727,1727,151725131,2000000016993,Здоровье,01727,Китайские тампоны - профилактические травяные тампоны 12 шт.,1727,"16,2","446,0",2000000016993,1727,"0,05",151725131,A1 TOP,,,48.0,
01254,1254,1254,133920470,2000000010359,Дом,01254,Ложка кофейная. Черная,1254,"4,0","145,0",2000000010359,0,"0,09",133920470,Sale,"34,5",,0.0,
01579,1579/S,1579,149019506,2000000014593,Для животных,01579,Кепка для животных красная S,1579/S,"7,0","201,0",2000000014593,1579,"0,05",149019506,Sale,"34,5",,0.0,
00693,693,693,66615503/168991489,2000000002934,Для малышей,00693,"Шприц-дозатор для лекарств с силиконовым наконечником в виде соски + щеточка для очистки + пипетка 5 мл, зеленый",693,"12,5","274,0",2000000002934,693,"0,05",66615503/168991489,C1 TOP,"27,9",,0.0,
00677,677,677,48287784,2000000007540,Хобби,00677,"Бинт бандажный эластичный «Зима. Снег», размер: 50 мм × 4,5 м, цвета: белый, серый, черный. 10 штук",677,"9,89","220,91",2000000007540,677,"0,04",48287784,B1,"34,5",,,
01730,1730,1730,154119423,2000000017297,Для малышей,01730,Детский маникюрный набор: 4 предмета + расчёска ( Голубой ),1730,"4,6","183,0",2000000017297,1730,"0,08",154119423,Sale,"34,5",,0.0,
01385,1385/М,1385,140167025,2000000011905,Для животных,01385,"Шлейка для грызунов, Зеленая с черным контуром",1385/М,"5,6","228,0",2000000011905,1385,"0,09",140167025,B1 TOP,"25,0",,238.0,
01227,1227,1227,107204800,2000000010007,Винил,01227,Слипмат фетровый для диска винилового проигрывателя. Диск - 1 шт. ЧЕРНЫЙ,1227,"4,8","144,0",2000000010007,1227,"0,01",107204800,C2,"29,5",,0.0,
00597,597,597,63592427,2000000013855,Для животных,00597,"Сумочка для корма, силикон, чёрная, крепеж зажим",597,"7,6","208,0",2000000013855,597,"0,09",63592427,C1,"25,7",,0.0,
01613,1613,1613,149475480,2000000015262,Дом,01613,Аниме фигурка Асуна (Asuna) подставка под телефон,1613,"9,0","261,0",2000000015262,1613,"0,07",149475480,B1 TOP,"34,5",,71.0,
00971,971,971,85088652,2000000006192,Для животных,00971,Набор чистящих принадлежностей для аквариума 3 предмета,971,"21,6","448,0",2000000006192,971,"0,2",85088652,C2,"25,7",,0.0,
01114,1114,1114,114968992,2000000007977,Винил,01114,Слипмат фетровый для диска винилового проигрывателя. Диск - 1 шт. КОРИЧНЕВЫЙ,1114,"4,8","136,0",2000000007977,1114,"0,01",114968992,Sale,"34,5",,0.0,
01539,1539,1539,145571534,2000000013886,Хобби,01539,Лента для термопринтера LEMIN 15*30*210 - ЖЕЛТЫЙ,1539,"11,1","210,0",2000000013886,,"0,02",145571534,Sale,"34,5",,0.0,
01131,родитель_неактив,родитель_неактив,97436171,2000000008707,Хобби,01131,"Медиатор для игра на муз. инструментах (БЕЛЫЕ ""S"")",родитель_неактив,"0,17","20,0",2000000008707,родитель,"0,01",97436171,Sale,"34,5",,0.0,
01924,1924,1924,166285994,2000000021423,Сад,01924,Дождеватель птичка 125мл - оранжевая 6 шт,1924,"23,1","631,0",2000000021423,,"0,51",166285994,NEW,"34,5",,,
00990,984/70-80,984,83874685,2000000006383,Красота,00990,Хидлейс - от натирания (бандалетки) бежевые 56-60 см (ВБ-70-80см) - F,984/70-80,"7,2","221,0",2000000006383,990,"0,1",83874685,Sale,"34,5",,0.0,
01532,1532/универсальный,1532,148512082,2000000013695,Для животных,01532,"Шляпа для морской свинки/крысы месяц, звезды - синяя звезды",1532/универсальный,"5,0","153,0",2000000013695,1532,"0,01",148512082,Sale,"34,5",,0.0,
01396,1396,1396,140722343,2000000012025,Здоровье,01396,Пластыри от боли в горле 6 шт. SUMIFUN THROat- голубая пачка,1396,"3,5","125,0",2000000012025,нет,"0,01",140722343,Sale,"34,5",,0.0,
01382,1382_неавтив,1382_неавтив,140050418,2000000011868,Для животных,01382,"Декорации для аквариума в виде медузы, силиконовая ОРАНЖЕВЫЙ в коробке",1382_неавтив,"2,9","110,0",2000000011868,1382,"0,05",140050418,Sale,"34,5",,0.0,
01335,1335,1335,139291213/170028085,2000000011264,Красота,01335,Шапочка для душа многоразовая атласная - ярко-розовый (d pink),1335,"4,0","141,0",2000000011264,1335,"0,04",139291213/170028085,Sale,"34,5",,0.0,
00896,896,896,79118804,2000000005430,Дом,00896,Подставка-держатель для спирали от комаров. Заяц,896,"3,8","185,0",2000000005430,896,"0,123",79118804,Season,"34,5",,129.0,
01220,1220,1220,137034914,"2,00E+12",Здоровье,01220,Корректор вросшего ногтя. Профессиональны набор много предметов 16-18 мм,1220,"42,0","731,0","2,00E+12",нет,"0,1",137034914,B2,"34,5",,90.0,
01883,1883/L,1883,153550958,2000000020181,Одежда и обувь,01883,Пижама женская с перьями Розовая L,1883/L,"71,0","1476,0",2000000020181,,"0,24",153550958,Sale,"40,0",,,
00873,873,873,77072301,2000000005201,Для мам,00873,"Обратный клапан для молокоотсоса, обратный клапан. 22мм",873,"0,3","78,0",2000000005201,873,"0,01",77072301,C2,"34,5",,0.0,
01163,1163,1163,98232565,2000000009261,18+,01163,Анальная пробка с пультом. ПИКА- ЧЕРНАЯ. 10 режимов вибрации,1163,"36,0","639,0",2000000009261,1163,"0,15",98232565,Sale,"27,9",,0.0,
01515,1515/S,1515,146861861,2000000013527,Спортивные товары,01515,Полупальцы получешки для танцев 2 шт - размер S черный,1515/S,"5,5","206,0",2000000013527,1515,"0,08",146861861,Sale,"34,5",,0.0,
00899,899,899,79138736,2000000005461,Здоровье,00899,Пластырь для стягивания ран 3 шт. Беж. 90mm×20mm 肤色,899,"20,0","415,0",2000000005461,899,"0,1",79138736,C1 TOP,"34,5",,0.0,
01430,1428/XL,1428,140958277,2000000012360,Для животных,01430,"Трусы пояс для кобеля ""XL"" - Зленый",1428/XL,"10,0","191,37",2000000012360,1430,"0,07",140958277,Sale,"27,9",,0.0,
01599,1599,1599,149129673/169483259,2000000014982,Сад,01599,Дождеватель птичка 125мл - синяя 3 шт,1599,"3,9","159,0",2000000014982,1599,"0,255",149129673/169483259,Sale,"34,5",,0.0,
01815,1815,1815,нет кт,2000000018362,,01815,Самоклеящиеся лейблы 1.5cm*4.5cm,1815,"0,1","0,0",2000000018362,,"0,01",нет кт,Sale,,,0.0,
01355,1355/S,1355,138953480,2000000011462,Спортивные товары,01355,"Сапожки для разогрева женские, полиэстер, фиолетовые, размер 34-35 - S",1355/S,"48,0","957,0",2000000011462,1355,"0,26",138953480,A2,"34,5",,0.0,
00833,833/33-55,833,77799226,2000000004518,Для малышей,00833,"Детский, силиконовый козырек для купания. КРАБИК ярко-голубой.",833/33-55,"6,8","202,0",2000000004518,833,"0,1",77799226,C1,"25,0",,122.0,
00829,829/35-48,829,79103073,2000000004464,Для малышей,00829,Наклейки для ушей Защита от воды при купании для купания для душа для мытья головы 20 шт.,829/35-48,"3,2","102,0",2000000004464,829,"0,01",79103073,Sale,"25,7",,0.0,
01086,1086/40-46,1086,113501350,2000000007588,Для малышей,01086,Козырек для купания - коричневый,1086/40-46,"0,92","77,0",2000000007588,1086,"0,02",113501350,Sale,"34,5",,0.0,
01304,1304/33-58,1304,138508782,2000000010939,Для малышей,01304,Козырек для купания КОРОНА ЛАЙТ - Розовая,1304/33-58,"3,2","169,0",2000000010939,1304,"0,15",138508782,C1,"34,5",,0.0,
01024,родитель_неактив,родитель_неактив,,2000000006772,Для малышей,01024,Многоразовые подгузники 3-15 кг. БИРЮЗОВЫЕ без вкладыша,родитель_неактив,"1,0","125,0",2000000006772,родитель,"0,1",,Архив,"34,5",,0.0,
01584,1582/L,1582,149019507,2000000014692,Для животных,01584,Кепка для животных синяя L,1582/L,"9,0","232,0",2000000014692,1584,"0,05",149019507,Sale,"34,5",,0.0,
01019,1019a,1019a,88711751/161493954,2000000006727,Дом,01019,Портативный блендер. РОЗОВЫЙ,1019a,"26,0","666,0",2000000006727,1019a,"0,3",88711751/161493954,sale,"25,0",,489.0,
01285,родитель_неактив,родитель_неактив,135825384,2000000010724,Для малышей,01285,Солевая самонагревающаяся грелка от колик детская. Разноцветная 1 шт. Розовые и синие мишки,родитель_неактив,"1,5","63,0",2000000010724,родитель,"0,07",135825384,Sale,"34,5",,0.0,
01315,1315,1315,137666282,2000000011066,Здоровье,01315,Пластырь детский жаропонижающий. Голубой,1315,"7,0","205,0",2000000011066,1315,"0,08",137666282,C1,"34,5",,0.0,
00917,917,917,82663945,2000000005645,18+,00917,"Уретральный зонд МЕТАЛЛИЧЕСКИЙ, ребристый 6 мм.",917,"6,5","222,0",2000000005645,917,"0,1",82663945,B1 TOP,"34,5",,52.0,
01495,1495,1495,146701113/166279644,2000000013329,Хобби,01495,"Конструктор 3D из миниблоков кукла ""Kaws"" 35см - цветной с мозгами - черный (1890 шт)",1495,"31,0","790,0",2000000013329,1495,"0,45",146701113/166279644,A2,"34,5",,0.0,
01172,1172/XL_неактив,1172,100643206,2000000009353,Дом,01172,"Килт банный мужской, 70×140 см, СИНИЙ",1172/XL_неактив,"12,9","400,0",2000000009353,1172,"0,31",100643206,Season,"32,2",,0.0,
01161,1161a,1161a,99714596/168021741,2000000009247,Стоматология,01161,Титановая нить для коррекции ногтя. Размер 16 - 10 шт. в уп. ВЕРХНИЕ 0.016 上牙,1161a,"3,0","131,0",2000000009247,1161а,"0,01",99714596/168021741,B1,"34,5",,31.0,
01105,1105/S,1105,113752626,2000000007885,Для животных,01105,Кепка разноцветная для собак мелких и средних пород. Размер S,1105/S,"7,0","197,0",2000000007885,1105,"0,05",113752626,Sale,"34,5",,0.0,
01255,1255,1255,134711963,2000000010366,Для животных,01255,"Подвесной гамак, для животных домик, 20х6,5 см ЗЕЛЕНЫЙ. Банан",1255,"4,5","133,0",2000000010366,1255,"0,05",134711963,Sale,"35,8",,0.0,
01245,1245,1245,122909260,2000000010250,Винил,01245,Карбоновая щеточка для очистки игл для Винила.- черная 1 шт,1245,"15,0","336,0",2000000010250,1245,"0,09",122909260,B1,"25,7",,39.0,
01488,1488,1488,146619127,2000000013251,Красота,01488,Клей для наращивания волос и фиксации парика - черная коробка,1488,"4,5","163,0",2000000013251,1488,"0,04",146619127,Sale,"34,5",,0.0,
